script	scriptLabel	language	code	label_en
http://www.wikidata.org/entity/Q257634	Geʽez script	http://www.wikidata.org/entity/Q27811	aa	Afar
http://www.wikidata.org/entity/Q257634	Geʽez script	http://www.wikidata.org/entity/Q28244	am	Amharic
http://www.wikidata.org/entity/Q257634	Geʽez script	http://www.wikidata.org/entity/Q33864	om	Oromo
http://www.wikidata.org/entity/Q257634	Geʽez script	http://www.wikidata.org/entity/Q33786	sid	Sidamo
http://www.wikidata.org/entity/Q257634	Geʽez script	http://www.wikidata.org/entity/Q34124	ti	Tigrinya
http://www.wikidata.org/entity/Q5599416	Great Lakes Algonquian syllabary	http://www.wikidata.org/entity/Q33875	ojb	Ojibwe
http://www.wikidata.org/entity/Q8216	Greek alphabet	http://www.wikidata.org/entity/Q33457	gag	Gagauz
http://www.wikidata.org/entity/Q8216	Greek alphabet	http://www.wikidata.org/entity/Q9129	el	Greek
http://www.wikidata.org/entity/Q8216	Greek alphabet	http://www.wikidata.org/entity/Q36510	el	Modern Greek
http://www.wikidata.org/entity/Q8216	Greek alphabet	http://www.wikidata.org/entity/Q36748	pnt	Pontic Greek
http://www.wikidata.org/entity/Q9147423	Greenlandic alphabet	http://www.wikidata.org/entity/Q25355	kl	Greenlandic
http://www.wikidata.org/entity/Q17054063	Guarani Braille	http://www.wikidata.org/entity/Q35876	gn	Guarani
http://www.wikidata.org/entity/Q149044	Guarani alphabet	http://www.wikidata.org/entity/Q35876	gn	Guarani
http://www.wikidata.org/entity/Q733944	Gujarati	http://www.wikidata.org/entity/Q5137	gu	Gujarati
http://www.wikidata.org/entity/Q733944	Gujarati	http://www.wikidata.org/entity/Q33997	sd	Sindhi
http://www.wikidata.org/entity/Q8222	Hangul	http://www.wikidata.org/entity/Q9176	ko	Korean
http://www.wikidata.org/entity/Q485619	Hanja	http://www.wikidata.org/entity/Q9176	ko	Korean
http://www.wikidata.org/entity/Q137733709	Hausa Braille	http://www.wikidata.org/entity/Q56475	ha	Hausa
http://www.wikidata.org/entity/Q16983490	Hawaiian Braille	http://www.wikidata.org/entity/Q33569	haw	Hawaiian
http://www.wikidata.org/entity/Q1110078	Hawaiian alphabet	http://www.wikidata.org/entity/Q33569	haw	Hawaiian
http://www.wikidata.org/entity/Q33513	Hebrew alphabet	http://www.wikidata.org/entity/Q9288	he	Hebrew
http://www.wikidata.org/entity/Q33513	Hebrew alphabet	http://www.wikidata.org/entity/Q56593	apc	Levantine Arabic
http://www.wikidata.org/entity/Q33513	Hebrew alphabet	http://www.wikidata.org/entity/Q9260	tg	Tajik
http://www.wikidata.org/entity/Q33513	Hebrew alphabet	http://www.wikidata.org/entity/Q8641	yi	Yiddish
http://www.wikidata.org/entity/Q106644552	Hebrew-script-based alphabet	http://www.wikidata.org/entity/Q8641	yi	Yiddish
http://www.wikidata.org/entity/Q94693685	Hill Mari alphabet	http://www.wikidata.org/entity/Q1776032	mrj	Hill Mari
http://www.wikidata.org/entity/Q18785079	Hinghwa Romanized	http://www.wikidata.org/entity/Q56583	cpx	Pu-Xian Min
http://www.wikidata.org/entity/Q2533040	Hungarian Braille	http://www.wikidata.org/entity/Q9067	hu	Hungarian
http://www.wikidata.org/entity/Q935857	Hungarian alphabet	http://www.wikidata.org/entity/Q9067	hu	Hungarian
http://www.wikidata.org/entity/Q5985754	Icelandic Braille	http://www.wikidata.org/entity/Q294	is	Icelandic
http://www.wikidata.org/entity/Q372785	Icelandic alphabet	http://www.wikidata.org/entity/Q294	is	Icelandic
http://www.wikidata.org/entity/Q137733729	Igbo Braille	http://www.wikidata.org/entity/Q33578	ig	Igbo
http://www.wikidata.org/entity/Q96381940	Igbo alphabet	http://www.wikidata.org/entity/Q33578	ig	Igbo
http://www.wikidata.org/entity/Q2274646	Inuktitut syllabics	http://www.wikidata.org/entity/Q29921	iu	Inuktitut
http://www.wikidata.org/entity/Q6070551	Irish Braille	http://www.wikidata.org/entity/Q9142	ga	Irish
http://www.wikidata.org/entity/Q16987661	Italian Braille	http://www.wikidata.org/entity/Q652	it	Italian
http://www.wikidata.org/entity/Q550383	Italian alphabet	http://www.wikidata.org/entity/Q652	it	Italian
http://www.wikidata.org/entity/Q16210190	Iñupiaq Braille	http://www.wikidata.org/entity/Q27183	ik	Iñupiaq
http://www.wikidata.org/entity/Q190502	Japanese writing system	http://www.wikidata.org/entity/Q34233	ryu	Okinawan
http://www.wikidata.org/entity/Q879704	Javanese script	http://www.wikidata.org/entity/Q33549	jv	Javanese
http://www.wikidata.org/entity/Q879704	Javanese script	http://www.wikidata.org/entity/Q36213	mad	Madurese
http://www.wikidata.org/entity/Q83942	Jawi	http://www.wikidata.org/entity/Q9237	ms	Malay
http://www.wikidata.org/entity/Q83942	Jawi	http://www.wikidata.org/entity/Q13324	min	Minangkabau
http://www.wikidata.org/entity/Q83942	Jawi	http://www.wikidata.org/entity/Q34142	tsg	Tausug
http://www.wikidata.org/entity/Q117087673	Jawoë	http://www.wikidata.org/entity/Q27683	ace	Acehnese
http://www.wikidata.org/entity/Q4206602	Kabardian script	http://www.wikidata.org/entity/Q33522	kbd	Kabardian
http://www.wikidata.org/entity/Q137733315	Kabiye Braille	http://www.wikidata.org/entity/Q35475	kbp	Kabiye
http://www.wikidata.org/entity/Q1253814	Kaithi	http://www.wikidata.org/entity/Q33268	bho	Bhojpuri
http://www.wikidata.org/entity/Q1253814	Kaithi	http://www.wikidata.org/entity/Q33268	bh	Bhojpuri
http://www.wikidata.org/entity/Q1253814	Kaithi	http://www.wikidata.org/entity/Q36109	mai	Maithili
http://www.wikidata.org/entity/Q839666	Kannada script	http://www.wikidata.org/entity/Q5575236	gom	Goan Konkani
http://www.wikidata.org/entity/Q839666	Kannada script	http://www.wikidata.org/entity/Q33673	kn	Kannada
http://www.wikidata.org/entity/Q839666	Kannada script	http://www.wikidata.org/entity/Q34251	tcy	Tulu
http://www.wikidata.org/entity/Q4214937	Karelian alphabets	http://www.wikidata.org/entity/Q36584	olo	Livvi-Karelian
http://www.wikidata.org/entity/Q975802	Kawi script	http://www.wikidata.org/entity/Q33549	jv	Javanese
http://www.wikidata.org/entity/Q17006785	Kazakh Braille	http://www.wikidata.org/entity/Q9252	kk	Kazakh
http://www.wikidata.org/entity/Q4494892	Khakas alphabet	http://www.wikidata.org/entity/Q33575	kjh	Khakas
http://www.wikidata.org/entity/Q1054190	Khmer script	http://www.wikidata.org/entity/Q9205	km	Khmer
http://www.wikidata.org/entity/Q1740656	Khojki	http://www.wikidata.org/entity/Q33997	sd	Sindhi
http://www.wikidata.org/entity/Q6834828	Khowar alphabet	http://www.wikidata.org/entity/Q938216	khw	Khowar
http://www.wikidata.org/entity/Q6402810	Khudabadi	http://www.wikidata.org/entity/Q33997	sd	Sindhi
http://www.wikidata.org/entity/Q126672684	Kleinschmidt orthography	http://www.wikidata.org/entity/Q25355	kl	Greenlandic
http://www.wikidata.org/entity/Q6427218	Koleluttu	http://www.wikidata.org/entity/Q5885	ta	Tamil
http://www.wikidata.org/entity/Q4247037	Kumyk alphabet	http://www.wikidata.org/entity/Q36209	kum	Kumyk
http://www.wikidata.org/entity/Q3678406	Kurdish Arabic alphabet	http://www.wikidata.org/entity/Q36811	ckb	Sorani
http://www.wikidata.org/entity/Q1416219	Kurdish alphabets	http://www.wikidata.org/entity/Q36811	ckb	Sorani
http://www.wikidata.org/entity/Q4253343	Lak script	http://www.wikidata.org/entity/Q36206	lbe	Lak
http://www.wikidata.org/entity/Q1815229	Lao	http://www.wikidata.org/entity/Q33335	kjg	Khmu
http://www.wikidata.org/entity/Q1815229	Lao	http://www.wikidata.org/entity/Q9211	lo	Lao
http://www.wikidata.org/entity/Q41670	Latin alphabet	http://www.wikidata.org/entity/Q33845	nap	Intermediate Southern Italian
http://www.wikidata.org/entity/Q41670	Latin alphabet	http://www.wikidata.org/entity/Q1641543	rgn	Romagnol
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56648	bsa	Abinomn
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q27683	ace	Acehnese
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q27811	aa	Afar
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q14196	af	Afrikaans
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q34737	agq	Aghem
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q27969	ain	Ainu
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q28026	ak	Akan
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q8773	akl	Aklanon
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q1815020	akz	Alabama
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q8786	gsw-fr	Alsatian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35132	ami	Amis
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q8765	an	Aragonese
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q958414	aro	Araona
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q29316	rup	Aromanian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q15087	frp	Arpitan language
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q29507	ast	Asturian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q715766	tay	Atayal
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56590	atj	Atikamekw
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q4627	ay	Aymara
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q9292	az	Azerbaijani
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33070	ban	Balinese
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33243	bm	Bambara
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q8752	eu	Basque
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q29540	bar	Bavarian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33025	bej	Beja
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35452	bi	Bislama
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33060	bla	Blackfoot
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q25167	nb	Bokmål
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33190	bug	Bugis
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56505	bnn	Bunun
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q216286	bsk	Burushaski
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33120	bxr	Buryat
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35963	kea	Cape Verdean Creole
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q28427	cal	Carolinian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q5045611	rmc	Carpathian Romani
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q21117	esu	Central Alaskan Yup'ik
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q49741	tzm	Central Atlas Tamazight
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33262	ch	Chamorro
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33350	ce	Chechen
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33388	chr	Cherokee
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33273	ny	Chewa
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33265	chy	Cheyenne
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35173	chn	Chinook Jargon
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q32979	cho	Choctaw
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35179	ctu	Ch’ol
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36745	rar	Cook Islands Maori
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q25289	kw	Cornish
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33111	co	Corsican
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33390	cr	Cree
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33357	crh	Crimean Tatar
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q32238	dag	Dagbanli
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q9035	da	Danish
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q32332	dar	Dargwa
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q2665761	unm	Delaware
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56466	din	Dinka
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33013	dua	Duala
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36455	cdo	Eastern Min
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35377	efi	Efik
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q1057898	egl	Emilian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q9072	et	Estonian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q30005	ee	Ewe
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q30007	ext	Extremaduran
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q25258	fo	Faroese
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33295	fj	Fijian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q1412	fi	Finnish
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33291	fon	Fon
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33441	fur	Friulian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33454	ff	Fula
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33287	gaa	Ga
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33457	gag	Gagauz
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q9307	gl	Galician
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q5555465	gpe	Ghanaian Pidgin English
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q181037	aln	Gheg
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33587	ki	Gikuyu
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q30898	gil	Gilbertese
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q5575236	gom	Goan Konkani
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q2501174	gor	Gorontalo
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56428	nrf-gg	Guernésiais
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q1363072	gcr	Guianan Creole
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q3111668	guw	Gun
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33303	hai	Haida
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33491	ht	Haitian Creole
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q3250286	cnh	Hakha–Chin
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56475	ha	Hausa
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33315	hz	Herero
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33617	ho	Hiri Motu
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33270	hoc	Ho
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q10974017	var	Huarijio
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q6094343	qwh	Huaylas Quechua
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q304049	hrx	Hunsrik
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33424	iba	Iban
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q294	is	Icelandic
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35936	ilo	Ilocano
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33462	smn	Inari Sami
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q9240	id	Indonesian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q13351	moe	Innu-aimun
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33845	nap	Intermediate Southern Italian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q29921	iu	Inuktitut
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q9142	ga	Irish
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q27183	ik	Iñupiaq
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35939	jam	Jamaican Patois
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q3915769	jax	Jambi Malay
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33549	jv	Javanese
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56430	nrf-je	Jèrriais
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33522	kbd	Kabardian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35475	kbp	Kabiye
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35853	kab	Kabyle
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q5317225	dtp	Kadazandusun
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q2665734	kgp	Kaingang
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36094	kr	Kanuri
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35115	cak	Kaqchikel
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33714	krc	Karachay-Balkar
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33541	kaa	Karakalpak
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33557	krl	Karelian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33690	csb	Kashubian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q9252	kk	Kazakh
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q3195442	kvr	Kerinci
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33584	kha	Khasi
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33573	rw	Kinyarwanda
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33583	rn	Kirundi
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33702	kg	Kongo
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q34806	bss	Kose
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35655	ses	Koyraboro Senni
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35744	kri	Krio
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36209	kum	Kumyk
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36368	ku	Kurdish
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36163	ku	Kurmanji
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33434	kut	Kutenai
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q165795	fkv	Kven
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q1405077	kj	Kwanyama
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36494	quc	K’iche’
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36202	lld	Ladin
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56483	lki	Laki
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33537	lkt	Lakota
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36212	ltg	Latgalian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q770547	lvk	Lavukaleve
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q1160372	lzz	Laz
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56593	apc	Levantine Arabic
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36106	lij	Ligurian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q102172	li	Limburgish
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36217	ln	Lingala
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36584	olo	Livvi-Karelian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33754	lmo	Lombard
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q25433	nds	Low German
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q13286	dsb	Lower Sorbian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33628	loz	Lozi
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q34173	lua	Luba-Kasai
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33368	lg	Luganda
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q56322	smj	Lule Sami
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36213	mad	Madurese
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q497345	vmf	Main-Franconian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q7930	mg	Malagasy
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q9237	ms	Malay
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q12175	gv	Manx
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33730	arn	Mapudungun
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q4175893	mrh	Mara
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36280	mh	Marshallese
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33661	mfe	Mauritian Creole
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36228	maz	Mazahua
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q13365	mwv	Mentawai
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q13357	fit	Meänkieli
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q13321	mic	Mi'kmaq
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q13324	min	Minangkabau
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q13330	mwl	Mirandese
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q1516803	miq	Miskito
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36147	lus	Mizo
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q36096	mos	Mooré
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q523014	mus	Muscogee
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q615660	mui	Musi
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q13307	na	Nauruan
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q13310	nv	Navajo
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q1186896	ppl	Nawat
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33900	ng	Ndonga
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q2992872	nij	Ngaju
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q34333	yrl	Nheengatu
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q2407831	nia	Nias
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33790	niu	Niuean
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33871	nog	Nogai
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q7049771	nys	Noongar
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q28224	frr	North Frisian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33947	se	Northern Sami
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33890	nso	Northern Sotho
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q9043	no	Norwegian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q25164	nn	Nynorsk
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q2393095	ood	O'odham
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q14185	oc	Occitan
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33875	ojb	Ojibwe
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q35501	prg	Old Prussian
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q33864	om	Oromo
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q3356620	sgh-ro	Oroshori
http://www.wikidata.org/entity/Q8229	Latin script	http://www.wikidata.org/entity/Q3356620	sgh-oro	Oroshori
