item	code	label_en	label_fr	label_de	label_nl	label_es	description_en	description_fr	description_de	description_nl	description_es
http://www.wikidata.org/entity/Q34094	to	Tongan	tongien	Tongaisch	Tongaans	tongano	Polynesian language	langue polynésienne des Tonga	polynesische Sprache	taal	lengua polinesia
http://www.wikidata.org/entity/Q18130932	zh-hant	Traditional Chinese	chinois traditionnel	traditionelles Chinesisch	traditioneel Chinees	chino tradicional	written Chinese language using a traditional set of Chinese characters, used in Taiwan, Hong Kong, Macau	langue chinoise écrite utilisant les caractères traditionnels			
http://www.wikidata.org/entity/Q11159532	tsk	Tseku	tseku				language	langue tibétique	Sprache	taal	lengua
http://www.wikidata.org/entity/Q34327	ts	Tsonga	tsonga	Xitsonga	Tsonga	tsonga	Bantu language of the Tsonga people of southern Africa	langue bantoue	Sprache	taal	lengua bantú
http://www.wikidata.org/entity/Q716681	tsu	Tsou	tsou		Tsou	Idioma tsou	Austronesian language	langue tsouique	Sprache	taal	lengua
http://www.wikidata.org/entity/Q34137	tn	Tswana	tswana	Setswana	Tswana	setsuana	Bantu language of and South Africa	langue bantoue de l'ethnie du même nom	Sprache im südlichen Afrika	taal	lengua bantú
http://www.wikidata.org/entity/Q3541834	tuo	Tucano	tucano	Tucano	Tucano	Idioma tucano	language	langue tucanoane	Sprache	taal	lengua
http://www.wikidata.org/entity/Q34251	tcy	Tulu	toulou	Tulu	Tulu	tulu	Indian Dravidian language of Tulu Nadu region	langue	dravidische Sprache im Südwesten Indiens	Dravidische taal in Zuidwest-India	idioma humano
http://www.wikidata.org/entity/Q34138	tum	Tumbuka	tumbuka	Tumbuka	Tumbuka	Idioma tumbuka	Bantu language spoken in Southern and Eastern Africa	langue	Sprache	taal	lengua bantú
http://www.wikidata.org/entity/Q56240	tu	Tunisian Arabic	arabe tunisien	Tunesisch-Arabisch	Tunesisch-Arabisch	árabe tunecino	Arabic dialect spoken in Tunisia	dialecte maghrébin de la langue arabe, parlé en Tunisie	Sprache	taal	dialecto magrebí de la lengua árabe
http://www.wikidata.org/entity/Q64362981	aeb-arab	Tunisian Arabic in Arabic script	arabe tunisien en écriture arabe		Tunesisch-Arabisch in Arabisch schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q64362982	aeb-latn	Tunisian Arabic in Latin script	arabe tunisien en écriture latine		Tunesisch-Arabisch in Latijns schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q56944	tup	Tupi	tupi	Tupi-Sprache	Tupí	tupí	extinct Tupian language of Brazil	ancienne langue du Brésil	Sprache	taal	lengua extinta brasileña
http://www.wikidata.org/entity/Q34070	yrl	Tupian	langues tupi	Tupí-Sprachen	Tupi	lenguas tupíes	language family of South America	famille de langues d'Amérique du Sud	Sprachfamilie	taalfamilie	familia de lenguas indígenas sudamericana
http://www.wikidata.org/entity/Q256	tr	Turkish	turc	Türkisch	Turks	turco	Oghuz Turkic language of the Turkish people	langue parlée principalement en Turquie et en Chypre du Nord	in der Türkei überwiegend gesprochene Sprache	taal	lengua túrquica de Eurasia
http://www.wikidata.org/entity/Q9267	tk	Turkmen	turkmène	Turkmenisch	Turkmeens	turcomano	Oghuz Turkic language of Central Asia	langue turcique, langue officielle du Turkménistan	südwesttürkische Sprache innerhalb der Turksprachen	taal	lengua túrquica
http://www.wikidata.org/entity/Q136643862	tk-arab	Turkmen Arabic script									
http://www.wikidata.org/entity/Q34040	tru	Turoyo	touroyo	Turoyo	Turoyo	turoyo	language from the Central Neo-Aramaic language family	variante araméenne moderne	Sprache aus der aramäischen Sprachfamilie	taal uit de Aramese taalfamilie	variante aramea moderna
http://www.wikidata.org/entity/Q34055	tvl	Tuvaluan	tuvaluan	Tuvaluisch	Tuvaluaans	tuvaluano	Polynesian language spoken in Tuvalu	langue polynésienne	polynesische Sprache	taal	lengua polinesia
http://www.wikidata.org/entity/Q34119	tyv	Tuvan	touvain	Tuwinisch	Toevaans	idioma tuvano	Siberian Turkic language	langue turque	Turksprache in Tuwa, Südsibirien (Russland)	taal	lengua túrquica
http://www.wikidata.org/entity/Q36850	tw	Twi	twi	Twi	Twi	idioma twi	dialect of the Akan language in Ghana	langue akan parlée au Ghana	Sprache	taal	uno de los tres dialectos importantes del idioma acano
http://www.wikidata.org/entity/Q3912765	kcg	Tyap	tyap	Tjap	Tyap	Katab	Niger–Congo language spoken in central Nigeria	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q36808	tzh	Tzeltal	tzeltal	Tzeltal-Sprache	Tzeltal	tseltal	language	langue maya	Sprache	taal	lengua mayense hablada en México
http://www.wikidata.org/entity/Q13238	udm	Udmurt	oudmourte	Udmurtisch	Oedmoerts	udmurto	Uralic language	langue ouralienne parlée essentiellement par les Oudmourtes, en Russie	permische Sprache in Russland	taal	lengua fino-úgrica hablada por los udmurtos
http://www.wikidata.org/entity/Q8798	uk	Ukrainian	ukrainien	Ukrainisch	Oekraïens	ucraniano	East Slavic language	langue appartenant à la branche orientale des langues slaves	ostslawische Sprache	Oost-Slavische taal	lengua eslava
http://www.wikidata.org/entity/Q56415	sju	Ume Sami	same d'Ume	Umesamisch	Ume-Samisch	sami del Ume	Sami language	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q13248	hsb	Upper Sorbian	haut-sorabe	Obersorbisch	Oppersorbisch	alto sorabo	language spoken by Sorbs in Germany in the historical province of Upper Lusatia	langue parlée en Allemagne, dans la province historique de Lusace, aujourd'hui en Saxe	westslawische Sprache in der Oberlausitz, Deutschland	West-Slavische taal die in het oosten van Duitsland gesproken wordt, in de deelstaat Saksen	lengua minoritaria de Alemania
http://www.wikidata.org/entity/Q1617	ur	Urdu	ourdou	Urdu	Urdu	urdu	Indo-Aryan language spoken in South Asia	langue parlée au Pakistan et en Inde	indoarische Sprache	taal	lengua indoaria, hablada en Pakistán como lengua nacional
http://www.wikidata.org/entity/Q36663	urh	Urhobo	urhobo	Urhobo			Edoid language of the Urhobo people mainly spoken in Delta State in Nigeria	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q13263	ug	Uyghur	ouïghour	Uigurisch	Oeigoers	uigur	Turkic language spoken by the Uyghur people	langue	Turksprache in China (Ostturkestan), Kirgisistan, Kasachstan	taal	lengua del grupo túrquico de las lenguas altaicas
http://www.wikidata.org/entity/Q22338135	ug-arab	Uyghur Arabic script	écriture ouïghoure arabisée		Oeigoers in Arabisch schrift						
http://www.wikidata.org/entity/Q22338145	ug-latn	Uyghur in Latin script	ouïghour en alphabet latin		Oeigoers in Latijns schrift						
http://www.wikidata.org/entity/Q9264	uz	Uzbek	ouzbek	Usbekisch	Oezbeeks	uzbeko	Turkic language	langue appartenant au groupe des langues turques	am weitesten verbreitete Turksprache Zentralasiens	taal	lengua túrquica
http://www.wikidata.org/entity/Q64363006	uz-cyrl	Uzbek in Cyrillic script	ouzbek en alphabet cyrillique		Oezbeeks in Cyrillisch schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q64363007	uz-latn	Uzbek in Latin script	ouzbek en alphabet latin		Oezbeeks in Latijns schrift		language expressed in a particular alphabet				
http://www.wikidata.org/entity/Q32641	ca-valencia	Valencian	valencien	Valencianisch	Valenciaans	valenciano	language of the Valencian Community	dialecte du catalan parlée dans la Communauté valencienne	mundartliche Variante der katalanischen Sprache, die in der Gemeinschaft Valencia gesprochen wird	dialect van Catalaans	dialecto y nombre oficial de la lengua catalana hablada en la Comunidad Valenciana
http://www.wikidata.org/entity/Q690226	rm-vallader	Vallader	vallader	Vallader	Vallader	Bajo engadino	variant of Romansh	dialecte du romanche	Idiom in Graubünden		dialecto del romanche
http://www.wikidata.org/entity/Q32704	ve	Venda	venda	Tshivenda	Venda	venda	language of the Venda people	langue	Sprache	taal	lengua bantú
http://www.wikidata.org/entity/Q32724	vec	Venetian	vénitien	Venetisch	Venetiaans	véneto	Romance language spoken in the Italian region of Veneto	ensemble de parlers régionaux appartenant au groupe des langues romanes	romanische Sprache	taal	lengua romance hablada en Italia
http://www.wikidata.org/entity/Q32747	vep	Veps	vepse	Wepsisch	Wepsisch	vepsio	Finnic language native to Northwest Russia	langue finno-ougrienne parlée en Russie européenne	Sprache	taal	idioma que pertenece a la rama fínica de la familia de lenguas ugrofinesas
http://www.wikidata.org/entity/Q9199	vi	Vietnamese	vietnamien	Vietnamesisch	Vietnamees	vietnamita	Austroasiatic language originating in Vietnam	langue officielle du Viêtnam	Mon-Khmer-Sprache innerhalb der austroasiatischen Sprachfamilie	officiele taal van Vietnam	lengua tonal austroasiática, idioma oficial en Vietnam
http://www.wikidata.org/entity/Q36986	vo	Volapük	volapük	Volapük	Volapük	volapük	constructed international auxiliary language	langue auxiliaire internationale construite	Plansprache	geconstrueerde internationale hulptaal	lengua artificial creada para facilitar la comprensión entre personas de distintas culturas
http://www.wikidata.org/entity/Q32858	vot	Votic	vote	Wotisch	Wotisch	votio	language spoken by the Votes of Ingria	langue fennique parlée en Russie	finno-ugrische Sprache	taal	lengua urálica
http://www.wikidata.org/entity/Q32762	fiu-vro	Võro	võro	Võro	Võro	idioma võro	dialect of the South Estonian [Võro-Seto] language	langue sud-estonienne	finno-ugrische Sprache Südestlands	taal	lengua urálica de la rama fínica hablada en el sur de Estonia, considerada parte del grupo estonio meridional y a menudo descrita como dialecto del estonio
http://www.wikidata.org/entity/Q34208	wbl	Wakhi	wakhi	Wakhi	Wakhi	wají	language	langue iranienne	indogermanische Sprache	taal	idioma indoeuropeo
http://www.wikidata.org/entity/Q135183640	wbl-arab	Wakhi in Arab script									
http://www.wikidata.org/entity/Q135183505	wbl-cyrl	Wakhi in Cyrillic									
http://www.wikidata.org/entity/Q135183554	wbl-latn	Wakhi in Latin script									
http://www.wikidata.org/entity/Q36979	wls	Wallisian	wallisien	Wallisianisch	Wallisiaans	walisiano	Polynesian language spoken in Wallis island	langue polynésienne parlée à Wallis et en Nouvelle-Calédonie	Sprache der Inselgruppe Wallis in Ozeanien	taal	lengua polinesia
http://www.wikidata.org/entity/Q34219	wa	Walloon	wallon	Wallonisch	Waals	valón	Romance language indigenous to Belgium and France	langue régionale de Belgique et langue minoritaire en France	zu den Oïl-Sprachen der galloromanischen Gruppe gehörende Sprache in Belgien u. im Nordosten Frankreichs	Romaanse taal inheems in België en Frankrijk	lengua románica del norte, hablada en Bélgica
http://www.wikidata.org/entity/Q17041139	wa	Walloon alphabet	alphabet wallon	wallonisches Alphabet	Waals alfabet	alfabeto valón	Latin-script alphabet of the Walloon written language	alphabet latin de la langue écrite wallonne	lateinische Alphabet der wallonischen Schriftsprache	Latijns alfabet van de Waalse schrijftaal	
http://www.wikidata.org/entity/Q136665006	wa	Walloon orthography	orthographe wallonne	Wallonische Orthographie	Waalse orthografie		orthography of the Walloon language	orthographe de la langue wallonne	Orthographie der wallonischen Sprache	orthografie van de Waalse taal	
http://www.wikidata.org/entity/Q34279	war	Waray	waray-waray	Wáray-Wáray	Waray-Waray	samareño	Visayan language primarily spoken in the islands of Samar and Eastern Leyte	langue bisaya	Sprache auf den Philippinen	Austronesische taal	lengua perteneciente al filo austronesio
http://www.wikidata.org/entity/Q891085	guc	Wayuu	wayuu	Wayuu	Wayuu	idioma wayú	Arawakan language	langue arawakane	Sprache	taal	lengua indígena
http://www.wikidata.org/entity/Q9309	cy	Welsh	gallois	Walisisch	Welsh	galés	Brittonic language spoken natively in Wales	langue celtique	britannische Untergruppe der keltischen Sprachen	taal	lengua celta
http://www.wikidata.org/entity/Q3567223	wya	Wendat	wendat				Iroquoian language spoken in Canada	langue iroquoienne parlée au Canada			
http://www.wikidata.org/entity/Q2880037	bdr	West Coast Bajau	bajau de la côte occidentale	West Coast Bajau	Westkust-Bajau		language spoken in certain areas in Sabah, Malaysia	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q100103	vls	West Flemish	flamand occidental	Westflämisch	West-Vlaams	flamenco occidental	Germanic language spoken in West Flanders, French Flanders and in the west of Zeelandic Flanders	langue germanique parlée en Flandre-Occidentale, en Flandre française et à l'ouest de la Flandre zélandaise	indogermanische Sprache	Germaanse taal die gesproken wordt in West-Vlaanderen, Frans-Vlaanderen en in het westen van Zeeuws-Vlaanderen	grupo de dialectos hablados en Francia, Bélgica y Holanda
http://www.wikidata.org/entity/Q27175	fy	West Frisian	frison occidental	Westfriesisch	Westerlauwers Fries	frisón occidental	West Germanic language spoken in Friesland	langue germanique parlée en province de la Frise	germanische Sprache	Germaanse taal gesproken in de provincie Friesland, kortweg 'Fries'	lengua germánica
http://www.wikidata.org/entity/Q16113780	nic-mbw	West Mbam					Mbam language family				
http://www.wikidata.org/entity/Q180945	hyw	Western Armenian	arménien occidental	Westarmenisch	West-Armeens	armenio occidental	one of the two languages of the Armenian language branch	dialecte de l'arménien	Form der plurizentrischen armenischen Sprache	taal	lengua originaria de Armenia
http://www.wikidata.org/entity/Q12645561	bgn	Western Balochi	baloutche de l'Ouest		West-Beloetsji		group of Balochi dialects	langue	Sprache	taal	lengua
http://www.wikidata.org/entity/Q1232159	art-adu	Westron	occidentalien	Westron	Westron	oestron	fictional language in the fantasy works of J. R. R. Tolkien	langue du Légendaire de Tolkien	Sprache in J. R. R. Tolkiens Mittelerde		lengua construida por J. R. R. Tolkien
http://www.wikidata.org/entity/Q36943	wal	Wolayttattuwa	wolaita	Wolaytta	Wolayta	Idioma wolayta	Omotic language in Ethiopia	langue omotique	Sprache	taal	lengua omótica hablada en la zona wolaita y en otras regiones del sur de Etiopía
http://www.wikidata.org/entity/Q34257	wo	Wolof	wolof	Wolof	Wolof	wólof	language of Senegal, the Gambia, and Mauritania	langue parlée au Sénégal, en Gambie et en Mauritanie	Sprache der Wolof aus dem nördlichen Zweig der westatlantischen Sprachfamilie	taal	idioma de Senegal, Gambia y Mauritania
http://www.wikidata.org/entity/Q34290	wuu	Wu Chinese	wu	Wu	Wu	Chino wu	Sinitic language	groupe de langues	Sprache	taal	una lengua sinítica
http://www.wikidata.org/entity/Q56485	wym	Wymysorys	wilamowicien	Wilmesaurisch	Wymysöryś	vilamoviciano	West Germanic language spoken in Wilamowice, Poland	langue	westgermanische Sprache	taal	lengua germánica occidental
http://www.wikidata.org/entity/Q13218	xh	Xhosa	xhosa	IsiXhosa	Xhosa	xhosa	Nguni language of southern South Africa	langue bantoue	Sprache im Süden Afrikas	taal	lengua bantú
http://www.wikidata.org/entity/Q10901674	mis-xnu	Xiongnu	xiong-nu				supposed language of Xiongnu people	langue hypothétique éteinte	Sprache	taal	lengua
http://www.wikidata.org/entity/Q34247	yai	Yaghnobi	yaghnobi	Jaghnobi	Yaghnobi	yagnobi	East Iranian language spoken in the upper valley of the Yaghnob River in the Zarafshan area of Tajikistan by the Tajik-Yaghnobi people	langue	in Tadschikistan gesprochene iranische Sprache	taal	idioma humano
http://www.wikidata.org/entity/Q134706143	yai-cyrl	Yaghnobi Cyrillic alphabet									
http://www.wikidata.org/entity/Q134706150	yai-latn	Yaghnobi Latin alphabet									
http://www.wikidata.org/entity/Q34299	sah	Yakut	iakoute	Jakutisch	Jakoets	Idioma yakuto	Turkic language belonging to Siberian Turkic branch	langue turque	nordöstliche Turksprache	in Rusland gesproken Turkse taal	lengua túrquica
